Year,Country,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Athletes,Events_Count,Host_or_Not,Country_Code,population_total,population_growth,GNI_per_capita,GDP,GDP_growth,Region,GDP_per_capita,Population_Percentage,GDP_Percentage,HDI
2000,Sri Lanka,1,0,1,0,18,16,0,SRI,18776400,0.565925,870,16330800000,6.00003,South Asia,869.753,0.003072836,0.000487894,0.685
2008,Sudan,1,0,1,0,9,8,0,SDN,32065200,2.76378,1410,64833100000,3.84674,Sub-Saharan Africa,1585.58,0.004739259,0.001019008,0.463
1992,Suriname,1,0,0,1,6,7,0,SUR,419521,0.8474,1040,404600000,0.4,Latin America and Caribbean,964.433,7.71328E-05,1.61189E-05,0.73
1992,Sweden,12,1,7,4,187,121,0,SWE,8668070,0.58653,31340,2.84321E+11,-1.15859,Europe and Central Asia,32801,0.001593704,0.011327064,0.821
1996,Sweden,8,2,4,2,177,109,0,SWE,8841000,0.159147,30400,2.91744E+11,1.57946,Europe and Central Asia,32999,0.001529825,0.009256659,0.863
2000,Sweden,12,4,5,3,150,92,0,SWE,8872110,0.160575,31610,2.62835E+11,4.76635,Europe and Central Asia,29624.9,0.00145196,0.007852391,0.897
2004,Sweden,7,4,2,1,115,79,0,SWE,8993530,0.393299,39790,3.85118E+11,4.33686,Europe and Central Asia,42821.7,0.001397328,0.008805603,0.896
2008,Sweden,5,0,4,1,123,81,0,SWE,9219640,0.779033,55720,5.17706E+11,-0.450559,Europe and Central Asia,56152.6,0.001362667,0.008137,0.901
2012,Sweden,8,1,4,3,133,81,0,SWE,9519370,0.739763,59090,5.52484E+11,-0.588305,Europe and Central Asia,58037.8,0.001339832,0.007360643,0.908
2016,Sweden,11,2,6,3,150,79,0,SWE,9923090,1.25645,54390,5.15655E+11,2.07059,Europe and Central Asia,51965.2,0.001331422,0.00680863,0.932
1992,Switzerland,1,1,0,0,102,80,0,CHE,6875360,1.10252,42050,2.79921E+11,-0.043733,Europe and Central Asia,40713.7,0.001264099,0.011151785,0.836
1996,Switzerland,7,4,3,0,115,83,0,CHE,7071850,0.441636,49670,3.40104E+11,0.47128,Europe and Central Asia,48092.6,0.001223696,0.010791064,0.854
2000,Switzerland,9,1,6,2,102,82,0,CHE,7184250,0.561955,44580,2.79216E+11,3.95872,Europe and Central Asia,38865,0.001175734,0.008341772,0.889
2004,Switzerland,5,1,1,3,98,83,0,CHE,7389630,0.687426,55000,4.03913E+11,2.70171,Europe and Central Asia,54659.5,0.001148129,0.009235341,0.901
2008,Switzerland,7,2,1,4,83,75,0,CHE,7647680,1.27062,64870,5.67268E+11,2.80798,Europe and Central Asia,74175.2,0.00113033,0.008915981,0.917
2012,Switzerland,4,2,2,0,98,71,0,CHE,7996860,1.06182,86720,6.8642E+11,1.17925,Europe and Central Asia,85836.2,0.001125541,0.009145056,0.935
2016,Switzerland,7,3,2,2,102,80,0,CHE,8373340,1.09203,83360,6.87895E+11,2.06869,Europe and Central Asia,82153.1,0.001123486,0.009082872,0.943
1996,Syria,1,1,0,0,7,8,0,SYR,14708900,2.72517,830,13789600000,9.82557,Middle East and North Africa,937.499,0.002545188,0.000437525,0.583
2004,Syria,1,0,0,1,6,6,0,SYR,18084000,2.6484,1300,25087000000,6.90296,Middle East and North Africa,1387.25,0.002809719,0.000573605,0.623
2008,Tajikistan,2,0,1,1,15,16,0,TJK,7324630,1.87749,740,5161300000,7.9,Europe and Central Asia,704.65,0.001082584,8.11223E-05,0.618
2012,Tajikistan,1,0,0,1,16,16,0,TJK,7956380,2.17988,1140,7633040000,7.5,Europe and Central Asia,959.36,0.001119844,0.000101694,0.642
2016,Tajikistan,1,1,0,0,7,7,0,TJK,8725320,2.33358,1110,6992420000,6.9,Europe and Central Asia,801.394,0.001170713,9.23269E-05,0.647
1992,Thailand,1,0,0,1,46,47,0,THA,56939000,1.48475,1920,1.11453E+11,8.08339,East Asia and Pacific,1957.41,0.010468762,0.004440164,0.589
1996,Thailand,2,1,0,1,37,42,0,THA,60211100,1.31444,2950,1.83035E+11,5.65194,East Asia and Pacific,3039.89,0.01041878,0.005807474,0.619
2000,Thailand,3,1,0,2,52,51,0,THA,63066600,0.994281,1980,1.26392E+11,4.45525,East Asia and Pacific,2004.11,0.010321127,0.003776055,0.649
2004,Thailand,8,3,1,4,42,46,0,THA,65311200,0.821309,2520,1.72896E+11,6.28934,East Asia and Pacific,2647.26,0.010147422,0.003953205,0.683
2008,Thailand,4,2,2,0,47,43,0,THA,67328200,0.747624,3920,2.91383E+11,1.7257,East Asia and Pacific,4327.8,0.009951147,0.004579786,0.714
2012,Thailand,3,0,2,1,37,37,0,THA,69157000,0.644345,5420,3.97558E+11,7.2428,East Asia and Pacific,5748.63,0.009733703,0.005296599,0.731
2016,Thailand,6,2,2,2,54,45,0,THA,70607000,0.443772,5570,4.13366E+11,3.43516,East Asia and Pacific,5854.46,0.009473646,0.00545803,0.748
2008,Togo,1,0,0,1,4,4,0,TOG,6222480,2.85178,650,4578850000,4.03565,Sub-Saharan Africa,735.856,0.000919686,7.19677E-05,0.44
1996,Tonga,1,0,1,0,5,5,0,TON,100195,0.217813,2280,222101000,1.80553,East Asia and Pacific,2216.68,1.73375E-05,7.04697E-06,0.671
1996,Trinidad and Tobago,2,0,0,2,12,14,0,TTO,1313430,0.428192,4050,5759540000,7.13448,Latin America and Caribbean,4385.1,0.000227273,0.000182743,0.69
2000,Trinidad and Tobago,2,0,1,1,19,18,0,TTO,1332200,0.386573,5140,8154340000,6.90136,Latin America and Caribbean,6120.94,0.000218021,0.000243616,0.716
2004,Trinidad and Tobago,1,0,0,1,19,18,0,TTO,1361170,0.56168,9190,13280300000,7.95005,Latin America and Caribbean,9756.5,0.000211486,0.000303649,0.746
2008,Trinidad and Tobago,2,1,1,0,28,19,0,TTO,1392800,0.571849,16370,27871600000,3.39174,Latin America and Caribbean,20011.1,0.000205857,0.000438069,0.773
2012,Trinidad and Tobago,4,1,1,2,25,22,0,TTO,1430380,0.726709,16890,27334600000,7.44682,Latin America and Caribbean,19110.1,0.000201322,0.000364174,0.774
2016,Trinidad and Tobago,1,0,0,1,28,24,0,TTO,1469330,0.624885,16550,23713700000,-7.52714,Latin America and Caribbean,16139.1,0.000197146,0.000313112,0.785
1996,Tunisia,1,0,0,1,51,24,0,TUN,9430550,1.45744,1930,19587200000,7.14608,Middle East and North Africa,2076.99,0.001631839,0.000621476,0.616
2008,Tunisia,1,1,0,0,26,28,0,TUN,10680400,0.940565,3770,44859400000,4.23778,Middle East and North Africa,4200.17,0.001578565,0.000705074,0.707
2012,Tunisia,3,1,1,1,83,50,0,TUN,11174400,1.27759,4190,47311400000,4.21668,Middle East and North Africa,4233.92,0.00157277,0.000630321,0.719
2016,Tunisia,3,0,0,3,61,47,0,TUN,11685700,1.10043,3870,44360100000,1.11743,Middle East and North Africa,3796.11,0.001567916,0.000585724,0.732
1992,Turkey,6,2,2,2,41,43,0,TUR,56302000,1.7575,2920,1.59105E+11,5.03563,Europe and Central Asia,2825.92,0.010351647,0.006338572,0.589
1996,Turkey,6,4,1,1,53,55,0,TUR,60293800,1.65272,2880,1.81464E+11,7.37966,Europe and Central Asia,3009.67,0.010433089,0.005757634,0.615
2000,Turkey,5,3,0,2,57,58,0,TUR,64113500,1.4579,4260,2.74295E+11,6.93324,Europe and Central Asia,4278.26,0.010492464,0.008194741,0.655
2004,Turkey,11,3,3,5,64,65,0,TUR,67785100,1.36316,5210,4.08865E+11,9.79594,Europe and Central Asia,6031.79,0.010531794,0.009348579,0.685
2008,Turkey,7,1,3,3,67,67,0,TUR,71051700,1.2656,9770,7.70449E+11,0.815025,Europe and Central Asia,10843.5,0.010501473,0.012109466,0.71
2012,Turkey,5,2,2,1,112,80,0,TUR,75175800,1.27472,11880,8.80556E+11,4.78849,Europe and Central Asia,11713.3,0.010580837,0.011731491,0.76
2016,Turkey,8,1,3,4,100,88,0,TUR,79278000,1.34543,11340,8.69683E+11,3.32308,Europe and Central Asia,10970,0.010637061,0.011483167,0.787
1996,Uganda,1,0,0,1,10,9,0,UGA,21249600,2.71295,270,6044590000,9.07211,Sub-Saharan Africa,284.457,0.003676974,0.000191787,0.338
2012,Uganda,1,1,0,0,15,12,0,UGA,34273300,2.89371,830,27305900000,3.83746,Sub-Saharan Africa,796.711,0.004823893,0.000363792,0.492
1996,Ukraine,23,9,2,12,231,148,0,UKR,51057800,-0.8872,860,44558800000,-10,Europe and Central Asia,872.714,0.008834916,0.001413795,0.661
2000,Ukraine,23,3,10,10,230,185,0,UKR,49176500,-1.00658,680,32375100000,5.9,Europe and Central Asia,658.345,0.008047951,0.000967228,0.671
2004,Ukraine,22,8,5,9,239,175,0,UKR,47451600,-0.758571,1270,67220200000,11.7954,Europe and Central Asia,1416.6,0.007372578,0.001536968,0.706
2008,Ukraine,27,7,5,15,243,177,0,UKR,46258200,-0.541497,3210,1.8811E+11,2.24349,Europe and Central Asia,4066.53,0.006836983,0.002956608,0.733
2012,Ukraine,20,6,5,9,230,174,0,UKR,45593300,-0.246976,3650,1.82592E+11,0.152315,Europe and Central Asia,4004.79,0.006417165,0.002432638,0.743
2016,Ukraine,11,2,5,4,204,142,0,UKR,45038200,-0.286266,2360,93355900000,2.44098,Europe and Central Asia,2187.73,0.006042971,0.001232657,0.746
2004,United Arab Emirates,1,1,0,0,4,5,0,ARE,3993340,4.60953,36840,1.47824E+11,9.56644,Middle East and North Africa,37017.7,0.000620447,0.003379958,0.818
2016,United Arab Emirates,1,0,0,1,12,11,0,ARE,8994260,0.863869,44460,3.69255E+11,5.56149,Middle East and North Africa,41054.5,0.001206798,0.004875594,0.862
1992,United kingdom,20,5,3,12,371,203,0,GBR,57580400,0.270431,21510,1.17966E+12,0.401082,Europe and Central Asia,20487.2,0.010586686,0.046996435,0.801
1996,United kingdom,15,1,8,6,300,175,0,GBR,58167000,0.254626,22850,1.41965E+12,2.58202,Europe and Central Asia,24406.4,0.010065066,0.045043551,0.844
2000,United kingdom,28,11,10,7,310,179,0,GBR,58892500,0.357301,29420,1.66553E+12,4.31873,Europe and Central Asia,28280.9,0.009638019,0.049759005,0.867
2004,United kingdom,30,9,9,12,264,162,0,GBR,59987900,0.568943,37810,2.42153E+12,2.4265,Europe and Central Asia,40366.9,0.009320344,0.055367408,0.886
2008,United kingdom,48,19,13,16,304,185,0,GBR,61807000,0.787033,48390,2.92941E+12,-0.225727,Europe and Central Asia,47396.1,0.009135105,0.04604277,0.896
2012,United kingdom,65,29,17,19,530,249,1,GBR,63700200,0.695353,41800,2.70709E+12,1.51294,Europe and Central Asia,42497.3,0.008965669,0.036066079,0.898
2016,United kingdom,67,27,23,17,360,198,0,GBR,65611600,0.757874,42960,2.68911E+12,1.92106,Europe and Central Asia,40985.2,0.008803386,0.035506575,0.92
1992,United States,108,37,34,37,545,248,0,USA,256514000,1.38689,25680,6.52033E+12,3.5225,North America,25419,0.047162457,0.25976319,0.867
1996,United States,101,44,32,25,648,263,1,USA,269394000,1.16341,30270,8.07312E+12,3.77277,North America,29967.7,0.046615276,0.256149855,0.879
2000,United States,91,36,24,31,586,265,0,USA,282162000,1.11277,35960,1.0251E+13,4.07759,North America,36330,0.046177121,0.306254271,0.885
2004,United States,101,36,39,26,533,254,0,USA,292805000,0.925484,43520,1.22172E+13,3.84777,North America,41724.6,0.045493275,0.279342336,0.895
2008,United States,110,36,39,35,588,258,0,USA,304094000,0.945865,49110,1.47699E+13,0.113587,North America,48570.1,0.044945239,0.232143996,0.91
2012,United States,103,46,28,29,529,245,0,USA,313878000,0.7336,52690,1.6254E+13,2.28911,North America,51784.4,0.044177609,0.216548777,0.918
2016,United States,121,46,37,38,555,245,0,USA,323072000,0.724676,57060,1.88049E+13,1.81945,North America,58206.6,0.043347909,0.248297357,0.922
2000,Uruguay,1,0,1,0,15,16,0,URU,3292220,0.403611,7120,22823300000,-1.92993,Latin America and Caribbean,6932.48,0.000538787,0.000681861,0.742
1996,Uzbekistan,2,0,1,1,71,70,0,UZB,23225000,1.91269,600,13948900000,1.7,Europe and Central Asia,600.598,0.004018797,0.000442581,0.635
2000,Uzbekistan,4,1,1,2,70,69,0,UZB,24650400,1.38375,630,13760500000,3.835,Europe and Central Asia,558.227,0.004034146,0.000411105,0.595
2004,Uzbekistan,5,2,1,2,69,71,0,UZB,25864400,1.15377,460,12030000000,7.449,Europe and Central Asia,465.12,0.004018554,0.000275063,0.621
2008,Uzbekistan,6,1,2,3,56,67,0,UZB,27302800,1.60533,980,29549400000,9.02916,Europe and Central Asia,1082.29,0.004035367,0.000464441,0.653
2012,Uzbekistan,3,1,0,2,53,52,0,UZB,29774500,1.4721,2160,67517300000,7.10244,Europe and Central Asia,2267.62,0.004190697,0.000899522,0.683
2016,Uzbekistan,13,4,2,7,70,69,0,UZB,31847900,1.73885,2790,86138300000,5.93215,Europe and Central Asia,2704.68,0.004273168,0.001137358,0.703
2004,Venezuela,2,0,0,2,48,51,0,VEN,26226900,1.71089,4070,1.12451E+11,18.2866,Latin America and Caribbean,4287.63,0.004074888,0.002571166,0.7
2008,Venezuela,1,0,0,1,108,83,0,VEN,27933800,1.47404,9300,3.15953E+11,5.27785,Latin America and Caribbean,11310.8,0.004128634,0.004965969,0.753
2012,Venezuela,1,1,0,0,68,70,0,VEN,29470400,1.27811,12660,3.81286E+11,5.62596,Latin America and Caribbean,12937.9,0.004147899,0.005079809,0.774
2000,Vietnam,1,0,1,0,7,7,0,VNM,79001100,1.11687,380,31172500000,6.78732,East Asia and Pacific,394.583,0.012928885,0.000931301,0.579
2008,Vietnam,1,0,1,0,13,18,0,VNM,85597200,0.980255,990,99130300000,5.66177,East Asia and Pacific,1158.1,0.012651315,0.001558072,0.64
2016,Vietnam,2,1,1,0,22,24,0,VNM,93126500,1.00923,2580,2.57096E+11,6.69001,East Asia and Pacific,2760.72,0.012495182,0.003394658,0.689
1996,Zambia,1,0,1,0,8,8,0,ZMB,8902020,2.47803,420,3597220000,6.21855,Sub-Saharan Africa,404.09,0.001540384,0.000114135,0.416
2004,Zimbabwe,3,1,1,1,12,11,0,ZWE,12160900,0.701856,320,5805600000,-5.80754,Sub-Saharan Africa,477.399,0.001889441,0.000132743,0.428
2008,Zimbabwe,4,1,3,0,13,15,0,ZWE,12550300,0.798207,130,4415700000,-17.6689,Sub-Saharan Africa,351.839,0.001854948,6.94034E-05,0.439
2020,United States,113,39,41,33,614,263,0,USA,331526933,0.968999516,64690,2.1323E+13,-2.213469333,North America,64317.39891,0.042601664,0.252224469,0.923
2020,China,88,38,32,18,398,199,0,CHN,1411100000,0.23804087,10520,1.46877E+13,2.238638356,East Asia and Pacific,10408.71955,0.18132828,0.173738083,0.781
2020,Japan,58,27,14,17,585,218,1,JPN,126261000,-0.294194618,40940,5.05559E+12,-4.147118899,East Asia and Pacific,40040.76551,0.016224711,0.059801424,0.919
2020,United kingdom,65,22,21,22,366,179,0,GBR,67081234,0.365758264,38750,2.69781E+12,-10.35990082,Europe and Central Asia,40217.00901,0.00862003,0.031911759,0.932
2020,Russian Olympic Committee,71,20,28,23,318,204,0,ROC,145245148,-0.143202032,10660,1.49308E+12,-2.653654501,Europe and Central Asia,10108.32715,0.0186642,0.017661265,0.824
2020,Australia,46,17,7,22,470,183,0,AUS,25649248,1.233428251,53630,1.33038E+12,-0.334686359,East Asia and Pacific,51868.24756,0.003295963,0.01573679,0.944
2020,Netherlands,36,10,12,14,272,109,0,NED,17441500,0.55554079,50170,9.09793E+11,-3.886083918,Europe and Central Asia,52162.57012,0.002241257,0.010761746,0.944
2020,France,33,10,12,11,377,169,0,FRA,67571107,0.271350508,39250,2.64742E+12,-7.540459162,Europe and Central Asia,39179.74426,0.00868298,0.031315731,0.901
2020,Germany,37,10,11,16,399,176,0,GER,83160871,0.081693159,47970,3.88773E+12,-3.826768716,Europe and Central Asia,46749.47623,0.010686286,0.045987066,0.947
2020,Italy,40,10,10,20,354,168,0,ITA,59438851,-0.487095092,32440,1.89746E+12,-8.974192121,Europe and Central Asia,31922.91916,0.007637974,0.022444655,0.892
2020,Canada,24,7,6,11,368,164,0,CAN,38028638,1.084368971,43900,1.65568E+12,-5.038233441,North America,43537.8393,0.004886732,0.019584729,0.929
2020,Brazil,21,7,6,8,291,110,0,BRA,213196304,0.665176682,7910,1.47611E+12,-3.276758796,Latin America and Caribbean,6923.699912,0.027396017,0.017460547,0.765
2020,New Zealand,20,7,6,7,202,75,0,NZL,5090200,2.204788696,41660,2.12698E+11,-0.424906458,East Asia and Pacific,41785.69229,0.000654098,0.002515952,0.931
2020,Cuba,15,7,3,5,69,56,0,CUB,11300698,-0.141475202,0,1.07352E+11,-10.9490846,Latin America and Caribbean,9499.572504,0.001452155,0.001269841,0.783
2020,Hungary,20,6,7,7,154,83,0,HUN,9750149,-0.215067837,16040,1.57289E+11,-4.487046048,Europe and Central Asia,16131.95404,0.001252907,0.001860536,0.854
2020,South Korea,20,6,4,10,222,106,0,KOR,51836239,0.137869266,33040,1.64431E+12,-0.709415359,East Asia and Pacific,31721.29891,0.006661028,0.019450214,0.922
2020,Poland,14,4,5,5,195,113,0,POL,37899070,-0.175062058,15300,5.99443E+11,-2.020070734,Europe and Central Asia,15816.81905,0.004870082,0.007090676,0.88
2020,Czech Republic,11,4,4,3,117,57,0,CZE,10697858,0.243222682,21800,2.45975E+11,-5.502967961,Europe and Central Asia,22992.87938,0.001374689,0.002909579,0.891
2020,Kenya,10,4,4,2,78,20,0,KEN,51985780,2.009700111,1900,1.00658E+11,-0.272766327,Sub-Saharan Africa,1936.250755,0.006680244,0.001190655,0.601
2020,Norway,8,4,2,2,92,42,0,NOR,5379475,0.588757324,78610,3.67633E+11,-1.278171785,Europe and Central Asia,68340.0181,0.00069127,0.004348655,0.957
2020,Jamaica,9,4,1,4,60,21,0,JAM,2820436,0.236519558,4900,13812421836,-9.920322451,Latin America and Caribbean,4897.264762,0.00036243,0.000163384,0.734
2020,Spain,17,3,8,6,324,121,0,ESP,47365655,0.488502132,27180,1.27813E+12,-11.16729786,Europe and Central Asia,26984.29628,0.006086551,0.015118704,0.904
2020,Sweden,9,3,6,0,129,60,0,SWE,10353442,0.722703913,54810,5.47054E+11,-2.170213179,Europe and Central Asia,52837.90398,0.001330431,0.006470983,0.945
2020,Switzerland,13,3,4,6,115,63,0,SUI,8638167,0.730676195,81740,7.41999E+11,-2.141737207,Europe and Central Asia,85897.78433,0.001110016,0.008776947,0.955
2020,Denmark,11,3,4,4,103,50,0,DEN,5831404,0.291641177,62540,3.54763E+11,-2.424512679,Europe and Central Asia,60836.59241,0.000749343,0.00419641,0.94
2020,Croatia,8,3,3,2,57,38,0,CRO,4047680,-0.433210221,14740,58221300898,-8.520438134,Europe and Central Asia,14383.8695,0.000520132,0.000688687,0.851
2020,Iran,7,3,2,2,66,40,0,IRN,87290193,0.835176148,3270,2.39735E+11,3.330288459,Middle East and North Africa,2746.419483,0.011216909,0.002835778,0.779
2020,Serbia,9,3,1,5,83,40,0,SRB,6899126,-0.666107601,7440,53356484591,-0.903218502,Europe and Central Asia,7733.803469,0.000886547,0.000631142,0.806
2020,Belgium,7,3,1,3,124,59,0,BEL,11538604,0.430996815,46100,5.26022E+11,-5.304473365,Europe and Central Asia,45587.96831,0.001482726,0.006222192,0.931
2020,Bulgaria,6,3,1,2,41,27,0,BUL,6934015,-0.600241518,9530,70368758395,-3.966156136,Europe and Central Asia,10148.3424,0.00089103,0.000832377,0.816
2020,Slovenia,5,3,1,1,51,30,0,SLO,2102419,0.669754656,25480,53734526854,-4.240883722,Europe and Central Asia,25558.42905,0.000270164,0.000635614,0.917
2020,Uzbekistan,5,3,0,2,63,53,0,UZB,34232050,1.922126527,1770,60224701297,1.995585082,Europe and Central Asia,1759.307471,0.004398865,0.000712385,0.72
2020,Georgia,8,2,5,1,35,28,0,GEO,3722716,0.068656249,4330,16010869216,-6.290471785,Europe and Central Asia,4300.857013,0.000478374,0.000189389,0.812
2020,Chinese Taipei,12,2,4,6,67,49,0,TPE,23561236,0.18,29369,6.7318E+11,3.4,East Asia and Pacific,26549,0.000569649,0.001634169,0.868
2020,Turkey,13,2,2,9,102,68,0,TUR,83384680,0.970386031,9160,7.20338E+11,1.85983969,Europe and Central Asia,8638.739133,0.010715045,0.008520725,0.82
2020,Greece,4,2,1,1,75,38,0,GRE,10698599,-0.214592107,17920,1.8848E+11,-9.316435765,Europe and Central Asia,17617.29151,0.001374785,0.002229492,0.888
2020,Uganda,4,2,1,1,24,11,0,UGA,44404611,3.332808745,820,37600368240,2.951306422,Sub-Saharan Africa,846.7672026,0.005706053,0.000444766,0.544
2020,Ecuador,3,2,1,0,46,31,0,ECU,17588595,1.401904626,5400,95865472000,-9.245096377,Latin America and Caribbean,5450.433761,0.002260159,0.001133972,0.759
2020,Ireland,4,2,0,2,116,47,0,IRL,4985382,1.029110503,66010,4.28609E+11,6.617194668,Europe and Central Asia,85973.08849,0.000640628,0.005069918,0.955
2020,Israel,4,2,0,2,85,42,0,ISR,9215100,1.763679392,43120,4.13268E+11,-1.857289278,Middle East and North Africa,44846.7916,0.001184153,0.004888452,0.919
2020,Qatar,3,2,0,1,14,7,0,QAT,2760385,-1.682985039,58440,1.44411E+11,-3.55760399,Middle East and North Africa,52315.66008,0.000354713,0.00170821,0.848
2020,Bahamas,2,2,0,0,16,4,0,BHS,406471,0.471994445,23550,9958200000,-21.42346307,Latin America and Caribbean,24499.16476,5.22321E-05,0.000117793,0.814
2020,Kosovo,2,2,0,0,10,8,0,KOS,1790133,0.070131109,4440,7717145218,-5.340275478,Europe and Central Asia,4310.934002,0.000230035,9.12844E-05,0.782
2020,Ukraine,19,1,6,12,152,93,0,UKR,44207754,-0.601605747,3570,1.56618E+11,-3.7528041,Europe and Central Asia,3751.737305,0.005680757,0.001852596,0.779
2020,Belarus,7,1,3,3,104,64,0,BLR,9379952,-0.42347525,6410,61371755326,-0.672904125,Europe and Central Asia,6542.86454,0.001205337,0.000725953,0.823
2020,Romania,4,1,3,0,99,42,0,ROU,19265250,-0.550759893,12710,2.51363E+11,-3.677510791,Europe and Central Asia,13047.45666,0.002475611,0.002973312,0.828
2020,India,7,1,2,4,117,55,0,IND,1396387127,0.955220858,1910,2.67485E+12,-5.777724707,South Asia,1915.551588,0.179437655,0.031640229,0.645
2020,Hong Kong,6,1,2,3,40,29,0,HKG,7481000,-0.358932662,48550,3.44943E+11,-6.544778677,East Asia and Pacific,46109.22999,0.000961319,0.004080256,0.955
2020,Philippines,4,1,2,1,18,15,0,PHI,112190977,1.626632905,3350,3.61751E+11,-9.518294741,East Asia and Pacific,3224.422811,0.014416694,0.004279074,0.718
2020,Slovakia,4,1,2,1,38,29,0,SVK,5458827,0.085769476,19250,1.06738E+11,-3.32972321,Europe and Central Asia,19553.26096,0.000701467,0.001262579,0.86
2020,South Africa,3,1,2,0,171,48,0,RSA,58801927,1.223179295,6110,3.38291E+11,-5.963358184,Sub-Saharan Africa,5753.066494,0.007556128,0.004001574,0.709
2020,Austria,7,1,1,5,72,54,0,AUT,8916864,0.415176732,48980,4.35049E+11,-6.632991437,Europe and Central Asia,48789.49785,0.001145829,0.005146102,0.922
2020,Egypt,6,1,1,4,133,74,0,EGY,107465134,1.733129572,3010,3.83818E+11,3.550164839,Middle East and North Africa,3571.556907,0.013809417,0.004540097,0.707
2020,Indonesia,5,1,1,3,26,17,0,INA,271857970,0.840389268,3900,1.05905E+12,-2.065511829,East Asia and Pacific,3895.618152,0.034934121,0.012527326,0.718
2020,Ethiopia,4,1,1,2,42,13,0,ETH,117190911,2.654859156,880,1.07658E+11,6.059530886,Sub-Saharan Africa,918.6525941,0.015059192,0.00127346,0.485
2020,Portugal,4,1,1,2,85,45,0,POR,10297081,0.105114125,21850,2.29032E+11,-8.300516541,Europe and Central Asia,22242.40642,0.001323189,0.002709167,0.864
2020,Tunisia,2,1,1,0,57,46,0,TUN,12161723,0.928583172,3230,42491816476,-8.59182618,Middle East and North Africa,3493.897738,0.001562798,0.000502626,0.74
2020,Estonia,2,1,0,1,33,22,0,EST,1329522,0.197559185,23500,31330419851,-0.965410617,Europe and Central Asia,23565.17594,0.000170845,0.000370601,0.892
2020,Fiji,2,1,0,1,28,5,0,FIJ,920422,0.21284622,4650,4432466220,-17.03987084,East Asia and Pacific,4815.689129,0.000118275,5.24307E-05,0.743
2020,Latvia,2,1,0,1,29,21,0,LVA,1900449,-0.701211571,17900,34390910339,-3.513802842,Europe and Central Asia,18096.20271,0.00024421,0.000406802,0.866
2020,Thailand,2,1,0,1,39,29,0,THA,71475664,0.235182865,6910,5.00462E+11,-6.050038469,East Asia and Pacific,7001.850287,0.009184721,0.005919853,0.777
2020,Morocco,1,1,0,0,48,28,0,MAR,36688772,1.053160179,3260,1.21354E+11,-7.178207442,Middle East and North Africa,3258.269043,0.004714557,0.001435465,0.686
2020,Puerto Rico,1,1,0,0,35,19,0,PUR,3281557,2.713976432,21200,1.03131E+11,-4.180874309,Latin America and Caribbean,31427.42911,0.000421685,0.001219913,0.842
2020,Colombia,5,0,4,1,64,46,0,COL,50930662,1.470102032,5810,2.70348E+11,-7.185914138,Latin America and Caribbean,5308.164707,0.00654466,0.003197891,0.767
2020,Azerbaijan,7,0,3,4,41,33,0,AZE,10093121,0.684365325,4480,42693000000,-4.300000102,Europe and Central Asia,4229.910649,0.00129698,0.000505006,0.756
2020,Dominican Republic,5,0,3,2,61,24,0,DOM,10999664,1.076552247,7170,78844656298,-6.720239373,Latin America and Caribbean,7167.914974,0.001413472,0.000932636,0.756
2020,Armenia,4,0,2,2,16,14,0,ARM,2805608,-0.533006607,4470,12641698583,-7.199999999,Europe and Central Asia,4505.867742,0.000360524,0.000149536,0.776
2020,Kyrgyzstan,3,0,2,1,16,14,0,KGZ,6579900,1.897863823,1240,8270468614,-7.148977577,Europe and Central Asia,1256.929226,0.000845526,9.78295E-05,0.697
2020,Mongolia,4,0,1,3,43,42,0,MGL,3294335,1.897015028,3720,13312981429,-4.557751976,East Asia and Pacific,4041.174146,0.000423327,0.000157476,0.737
2020,Argentina,3,0,1,2,180,56,0,ARG,45376763,0.970053991,9010,3.85741E+11,-9.900484814,Latin America and Caribbean,8500.837939,0.005830976,0.004562839,0.845
2020,San Marino,3,0,1,2,4,5,0,SMR,34007,-0.501577645,41450,1541247884,-6.647910819,Europe and Central Asia,45321.48922,4.36995E-06,1.82311E-05,0.844
2020,Jordan,2,0,1,1,11,11,0,JOR,10928721,2.127362818,4050,43700383099,-1.102751883,Middle East and North Africa,3998.673138,0.001404356,0.000516922,0.74
2020,Malaysia,2,0,1,1,29,19,0,MAS,33199993,1.199859622,10320,3.37456E+11,-5.456846584,East Asia and Pacific,10164.34443,0.004266244,0.003991694,0.81
2020,Nigeria,2,0,1,1,59,18,0,NGA,208327405,2.440608885,2110,4.32199E+11,-1.794253083,Sub-Saharan Africa,2074.613748,0.026770356,0.005112385,0.539
2020,Bahrain,1,0,1,0,30,8,0,BRN,441725,0.835902309,31210,12005799654,1.13357335,East Asia and Pacific,27179.35289,5.67623E-05,0.000142014,0.852
2020,Saudi Arabia,1,0,1,0,32,9,0,KSA,35997107,0.472667096,22480,7.34271E+11,-3.581534863,Middle East and North Africa,20398.06143,0.004625677,0.008685532,0.854
2020,Lithuania,1,0,1,0,37,26,0,LTU,2794885,0.026766758,19700,56964942999,-0.024612495,Europe and Central Asia,20381.85578,0.000359147,0.000673826,0.882
2020,North Macedonia,1,0,1,0,8,5,0,MKD,1856124,-1.07910572,6460,12361036914,-4.68845001,Europe and Central Asia,6659.596511,0.000238514,0.000146216,0.774
